idx,x,y,yaw,frame_id
0,-9.45231854,19.33609316,2.87324737,map
1,-9.70844686,19.40652268,2.86881854,map
2,-9.90263980,19.46206920,2.84519948,map
3,-10.10109132,19.52643185,2.85626323,map
4,-10.30490639,19.58006740,2.79158906,map
5,-10.54642939,19.68899475,2.74148667,map
6,-10.70197247,19.74799385,2.81523384,map
7,-10.89506044,19.80699295,2.80739461,map
8,-11.08814840,19.88208271,2.76212215,map
9,-11.37518867,19.99846755,2.83268025,map
10,-11.59402169,20.04352141,2.83870779,map
11,-11.78710965,20.12719286,2.80626827,map
12,-12.01881521,20.19155552,2.86329299,map
13,-12.23764823,20.25591817,2.83870779,map
14,-12.53371644,20.35246215,2.83738416,map
15,-12.79116705,20.42969733,2.83776948,map
16,-13.15492665,20.54723034,2.85439312,map
17,-13.37736398,20.60283967,2.83571378,map
18,-13.57755758,20.68069274,2.81984210,map
19,-13.77775118,20.73630207,2.84504684,map
20,-13.97794478,20.80303327,2.82683499,map
21,-14.25599144,20.89200820,2.76626798,map
22,-14.45864798,20.99243110,2.74040177,map
23,-14.65709950,21.06215731,2.74488399,map
24,-14.85555102,21.15870129,2.82337565,map
25,-15.11300163,21.21233684,2.85554121,map
26,-15.31145315,21.29279016,2.74602150,map
27,-15.60108509,21.41615191,2.78402680,map
28,-15.79953660,21.47515101,2.81609680,map
29,-16.03016945,21.56096788,2.77037243,map
30,-16.34764469,21.68851174,2.79411275,map
31,-16.56004145,21.75287439,2.82831647,map
32,-16.80461953,21.83654584,2.78977597,map
33,-17.06850642,21.93952609,2.85079019,map
34,-17.35592072,22.00154308,2.76804122,map
35,-17.56723618,22.13500548,2.73146531,map
36,-17.86752658,22.22398041,2.74989271,map
37,-18.07884205,22.34632094,2.74714997,map
38,-18.48047489,22.47912493,2.83484302,map
39,-18.81413089,22.57922172,2.76406246,map
40,-19.12554315,22.73492786,2.69286931,map
41,-19.41471168,22.86839026,2.78282198,map
42,-19.74836768,22.96848706,2.85013586,map
