idx,x,y,yaw,frame_id
0,-8.31078138,25.99964720,2.74678421,map
1,-8.78074166,26.19547354,2.77564303,map
2,-9.27455254,26.36897466,2.79856871,map
3,-9.71497845,26.52912953,2.79659048,map
4,-10.12871189,26.67593817,2.80149553,map
5,-10.58248405,26.83609305,2.81476600,map
6,-10.91614004,26.94286297,2.85353721,map
7,-11.30318100,27.04963289,2.81449456,map
8,-11.66352948,27.19644153,2.78075587,map
9,-12.01053171,27.31655769,2.79545669,map
10,-12.47765011,27.49005881,2.75851559,map
11,-12.90472979,27.67690617,2.77950525,map
12,-13.35850194,27.82371480,2.77772208,map
13,-13.80603874,28.02015010,2.80309785,map
14,-14.21977217,28.12692002,2.76860493,map
15,-14.72692929,28.38049858,2.78153332,map
16,-15.35420257,28.55399970,2.84222642,map
17,-15.80797472,28.71415458,2.83870779,map
18,-16.20836192,28.82092450,2.84547751,map
19,-16.59540288,28.95438689,2.78468072,map
20,-16.99579007,29.11454177,2.76675194,map
21,-17.40952351,29.27469665,2.76919421,map
22,-17.84994943,29.44819777,2.80023677,map
23,-18.42383774,29.63504513,2.79866360,map
24,-18.88359969,29.81724800,2.78276674,map
25,-19.38408369,29.99519786,2.80987565,map
26,-19.88456768,30.16202586,2.81984210,map
27,-20.38505168,30.32885386,2.83318894,map
28,-20.82423195,30.46137312,2.84061636,map
29,-21.31359408,30.61707926,2.81303948,map
30,-21.80295621,30.79502912,2.77007480,map
31,-22.16997780,30.95073525,2.78595677,map
32,-22.58148687,31.08419765,2.82208257,map
33,-23.06417588,31.24657691,2.77187835,map
34,-23.46919933,31.42821688,2.82233622,map
35,-23.89627900,31.52164056,2.81501122,map
36,-24.29666620,31.70848792,2.78936976,map
37,-24.82854184,31.86429342,2.84576887,map
38,-25.33344492,32.02446313,2.81055676,map
39,-25.83392892,32.20982757,2.82819845,map
40,-26.33441291,32.34885090,2.80445870,map
41,-26.73294646,32.52494712,2.77806578,map
42,-27.18708935,32.67323868,2.83057452,map
43,-27.70010398,32.83584037,2.79784129,map
44,-28.20058798,33.03603396,2.75698794,map
45,-28.63434078,33.21398383,2.79284639,map
46,-29.15921458,33.38459860,2.88614596,map
47,-29.58202346,33.46147294,3.04024615,map
48,-30.29311112,33.49991011,-3.12520068,map
49,-30.75435717,33.44225436,-2.95848184,map
50,-31.33091474,33.30772426,-2.85720788,map
51,-32.00356523,33.07710123,-2.83059437,map
52,-32.40715552,32.96178972,-2.71873873,map
53,-32.77230865,32.73116670,-2.50237490,map
54,-33.05714212,32.47863607,-2.43227716,map
55,-33.32746527,32.25465403,-2.48874602,map
56,-33.58234138,32.07701311,-2.38227553,map
57,-33.78315286,31.82213700,-2.14717155,map
58,-33.98396434,31.45913163,-2.13148332,map
59,-34.20022285,31.15791441,-2.10837733,map
60,-34.38756861,30.78210932,-2.06575602,map
61,-34.54203898,30.52465870,-2.01005853,map
62,-34.63858296,30.24789929,-1.98806372,map
63,-34.81879840,29.90034096,-1.99326872,map
64,-34.95395997,29.54634636,-2.01521554,map
65,-35.14061166,29.22453309,-2.02376818,map
66,-35.30795456,28.81904837,-1.93644677,map
67,-35.49468405,28.29974258,-1.94954672,map
68,-35.65483893,27.94740184,-1.91956733,map
69,-35.75093186,27.59506111,-1.92152428,map
70,-35.89507125,27.29076684,-1.99742382,map
71,-35.99116418,27.06655001,-1.94012998,map
72,-36.08725710,26.79428672,-1.93252557,map
73,-36.21538101,26.47397696,-1.95540104,map
74,-36.35952040,26.12163623,-1.94452315,map
75,-36.53569076,25.65718708,-1.86552643,map
76,-36.63178369,25.22476891,-1.70719893,map
77,-36.64779918,24.84039720,-1.66312566,map
78,-36.71186113,24.35993256,-1.48480204,map
79,-36.56772174,23.91149890,-1.24267643,map
80,-36.45561332,23.60720463,-1.31254411,map
81,-36.34350491,23.06267804,-1.25451020,map
82,-36.16733454,22.72635280,-1.03037683,map
83,-36.00717966,22.50213597,-1.01219701,map
84,-35.76694735,22.08573328,-0.88034987,map
85,-35.39859112,21.76542352,-0.65457077,map
86,-35.07828137,21.55722218,-0.54854940,map
87,-34.82203356,21.41308279,-0.55859932,map
88,-34.43766185,21.15683498,-0.48634950,map
89,-34.05772732,21.00898784,-0.36226174,map
90,-33.74264405,20.89343211,-0.38556156,map
91,-33.44754386,20.76132905,-0.47408213,map
92,-33.17528056,20.60231107,-0.52861612,map
