idx,x,y,yaw,frame_id
0,-25.55491708,25.22185478,2.72766254,map
1,-25.75746142,25.31083488,2.79614254,map
2,-25.98153934,25.37538797,2.86856236,map
3,-26.14888224,25.42044182,2.89661399,map
4,-26.36771527,25.47193195,2.80230004,map
5,-26.58654829,25.57491219,2.71815325,map
6,-26.82469011,25.67789244,2.81672684,map
7,-27.10252223,25.74869136,2.82215156,map
8,-27.38249977,25.86239871,2.77334631,map
9,-27.65300808,25.96109471,2.85763008,map
10,-27.95443984,26.02931912,2.87507259,map
11,-28.14412451,26.09517698,2.76918674,map
12,-28.34383390,26.18142953,2.73691179,map
13,-28.55837608,26.27260995,2.75708828,map
14,-28.85978544,26.39020681,2.76960066,map
